Title,Classification,Company,Location,Posting,Salary,Description,Salary_Low,Salary_High,Unit,Currency
PYP Homeroom Teacher - Amman Academy (International Baccalaureate),(Pendidikan & Pelatihan),PT Amman Mineral Nusa Tenggara,Sumbawa Barat,29 hari yang lalu,,Responsible for delivering an inquirybased curriculum that aligns with IB PYP standards while ensuring relevance to the Indonesian National Curriculum,,,,
Green School Internship (Program Magang) Aug-Dec 2025,(Pendidikan & Pelatihan),Green School Bali,Badung,15 hari yang lalu,,Join our team,,,,
System Analyst - WFO - Jakarta (ID: 602500),(Teknologi Informasi & Komunikasi),PT. PERSOLKELLY Recruitment Indonesia,Jakarta Raya,28 hari yang lalu,Rp 6.000.000 – Rp 9.000.000 per month,PERSOLKELLY Indonesia is currently assisting our client in the IT Services and Consulting industry in hiring for a System Analyst position (WFO),6000000.0,9000000.0,month,IDR
Business Consultant Supply Chain Management,"(Manufaktur, Transportasi & Logistik)",PT IFS Solusi Integrasi,Jakarta Selatan,21 hari yang lalu,,Business Consultant Supply Chain Management,,,,
Technical Auditor Plantation Manager,"(Pertanian, Hewan & Konservasi)",,Jambi,26 hari yang lalu,,"You will responsible to define specification of agricultural activities, control the execution of operating procedure (Audits related to Agric).",,,,
Supervisor (Group Leader) - Production Garment Manufacturing,"(Manufaktur, Transportasi & Logistik)",PT MAS ARYA INDONESIA (Semarang),Semarang,6 hari yang lalu,,"Supervise and coordinate garment production activities to ensure targets for output, quality, efficiency, and safety are achieved.",,,,
KEY ACCOUNT EXECUTIVE ( HORECA ),(Ritel & Produk Konsumen),PT.KOMUNITAS FLAVORIA  INDONESIA,Bandung,19 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,"As a Key Account Executive, you will play a crucial role in growing our presence in the HORECA (Hotel, restaurant,cafe ) , passion for foodservice",5000000.0,7000000.0,month,IDR
Finance Manager,(Akuntansi),PT ZFAG Aftermarket Jakarta,Jakarta Raya,15 hari yang lalu,,Coordinate and control all financial matters and provide high quality advice to the local management team within the principal duties.,,,,
Program Management – Production Specialist,(Teknik),PT. Eagle Sporting Goods,Nganjuk,26 hari yang lalu,,"Monitors bulk production progress, coordinates across teams, identifies risks, and ensures on-time delivery through proactive tracking and escalation.",,,,
General Purchasing Specialist - Tecno Indonesia,"(Manufaktur, Transportasi & Logistik)",PT Transisi Mobile Indonesia,Jakarta Barat,20 hari yang lalu,,"Collaborate with dynamic team, secure best supplier deals, and optimise inventory as Purchasing Specialist.",,,,
Business Development Manager (Altos),(Penjualan),PT Acer Indonesia,Jakarta Pusat,27 hari yang lalu,,Developing Altos business.,,,,
Project Manager Logistics - Jakarta - WFO (ID: 675491),"(Manufaktur, Transportasi & Logistik)",PT. PERSOLKELLY Recruitment Indonesia,Jakarta Raya,28 hari yang lalu,Rp 12.000.000 – Rp 17.000.000 per month,"Spearhead logistics projects, collaborate cross-functionally, and drive continuous improvement. Join our dynamic team in Jakarta.",12000000.0,17000000.0,month,IDR
Electrical HSE Expert (Project Based) - Energy - Batang (B-122443),(Teknik),RGF HR Agent Indonesia,Batang,11 hari yang lalu,Rp 17.000.000 – Rp 25.000.000 per month,"Electrical HSE Expert (Project Based) for Energy company in Batang, Central Java.",17000000.0,25000000.0,month,IDR
Purchasing Konstruksi,(Konstruksi),PT Design Ace,Jakarta Raya,8 hari yang lalu,,Responsibilities:Making daily financial report and monthly report Making cash flow and bank reconciliation Hold and organize petty cash...,,,,
FINANCE ACCOUNTING SPECIALIST,(Akuntansi),PT CFU Technology Indonesia,Cikarang Selatan,4 hari yang lalu,Rp 15.000.000 – Rp 20.000.000 per month,"Finance Accounting Specialist are responsible to general ledger accounting, tax report and reconciliation, comprehensive report issuance.",15000000.0,20000000.0,month,IDR
Senior Payroll Specialist,(Akuntansi),PT Fuse Group,Jakarta Pusat,7 hari yang lalu,,"payroll, mekari talenta, gross up, nett salary, e-SPT / DJP Online, Payroll Reconciliation, SPT Masa & SPT Tahunan, tax, Tarif Efektif Rata-rata (TER)",,,,
GA Section Manager Manufacture - Semarang - WFO (ID:  682074),(Sumber Daya Manusia & Perekrutan),PT. PERSOLKELLY Recruitment Indonesia,Semarang,12 hari yang lalu,Rp 14.000.000 – Rp 20.000.000 per month,GA Section Manager for Semarang Area,14000000.0,20000000.0,month,IDR
housekeeping,(Hospitaliti & Pariwisata),PT ROQUE HOSPITALITY SERVICES,Bali,26 hari yang lalu,Rp 3.700.000 – Rp 4.500.000 per month,"Job Summary:
As a Housekeeper at AMAR , you will play a key role in creating a clean, comfortable, and welcoming environment for our guests.",3700000.0,4500000.0,month,IDR
Lowongan Kerja Administration Assistant,(Administrasi & Dukungan Perkantoran),"PT SMART,Tbk",Cinere,30+ hari yang lalu,,Info Terbaru Lowongan Kerja Administration Assistant Bangka Barat Agustus 2025 di SMART Agribusiness and Food. Selamat Siang untuk sahabat yang...,,,,
Cinema Supervisor - Pekanbaru,(Hospitaliti & Pariwisata),PT Graha Layar Prima,Pekanbaru,4 hari yang lalu,,Responsible for all aspects of cinema operations including development of the business Improvement and maintenance of standards Responsible for...,,,,
Sales Associate (Fresh Graduate Hire),(Penjualan),movus technologies Inc.,Jakarta Pusat,5 hari yang lalu,Rp 5.500.000 – Rp 6.000.000 per month,"Discover your potential in solution making, negotiation and relationship management, with experience in industry-specific knowledge in sales realm",5500000.0,6000000.0,month,IDR
Senior Merchandiser (Fashion Retail),(Ritel & Produk Konsumen),PT ANUGERAH SEEK INDONESIA SUKSES,Tangerang,28 hari yang lalu,,-,,,,
Graphic Designer Supervisor,(Desain & Arsitektur),PT Kapal Api Global,Jakarta Pusat,18 hari yang lalu,,"Create best practices and optimizations through design projects for logo, packaging, print, & digital",,,,
Graphic Designer Leader,(Desain & Arsitektur),PT Cahaya Research Indonesia,Jakarta Pusat,22 hari yang lalu,Rp 7.000.000 – Rp 8.500.000 per month,Toshiba TVMI is looking for Graphic Design Leader.,7000000.0,8500000.0,month,IDR
Management Trainee Sales,(Penjualan),PT. Platinum Ceramics Industry,Surabaya,13 hari yang lalu,,Management Trainee Sales from bachelor degree of any major (especially Management) from reputable university with min. GPA 3.00,,,,
Project Manager,(Konstruksi),DXC Technology Malaysia Sdn Bhd.,Jakarta Selatan,30+ hari yang lalu,,DXC seeks a Project Manager to lead software engineering teams. Experience with multi-national projects is a plus.,,,,
Waiter/waitress,(Hospitaliti & Pariwisata),Kawan Lama Group,Kalideres,30+ hari yang lalu,,"As a waiter at our restaurant, you’ll be an integral part of a small, committed team that prides itself on delivering standout experiences to custo...",,,,
Assistant Brand Manager,(Pemasaran & Komunikasi),PT Chiefindo Intan Perkasa,Jakarta Selatan,28 hari yang lalu,,Manage and overseeing category portfolio inc not limited to brand building and development,,,,
Clinic Manager,(Kesehatan & Medis),PT Bethsaida Hospital International,Tangerang,13 hari yang lalu,,"Lead a skilled healthcare team, optimise patient care, and grow with a trusted hospital group in Tangerang.",,,,
ASSISTANT PRIMARY TEACHER,(Pendidikan & Pelatihan),YAYASAN INTAN EDUKA - IPH SCHOOLS,Surabaya,22 hari yang lalu,,Qualifications :  Bachelor/ Masters degree in Education or related field maximum age 35 years old have a calling in education Love children...,,,,
Business Development Executive,(Penjualan),PT. Luminous Cahaya Nusantara,Bandung,14 hari yang lalu,Rp 5.600.000 – Rp 8.400.000 per month,"Resposibility:
Represent company's products and services on site
Generate leads and build relationships with existing and potential clients",5600000.0,8400000.0,month,IDR
Procurement/Purchasing Assistant Manager (Japanese Speaker),"(Manufaktur, Transportasi & Logistik)",PT Adecco Personnel Indonesia,Jakarta Selatan,21 hari yang lalu,Rp 16.000.000 – Rp 24.000.000 per month,"Purchasing Assistant Manager to join our team. This role is critical in ensuring smooth and cost-efficient procurement operations, vendor strategies.",16000000.0,24000000.0,month,IDR
HRIS Executive,(Teknologi Informasi & Komunikasi),PT Panen Lestari Indonesia,Jakarta Pusat,29 hari yang lalu,,"Plan, design, develop, and maintain HRIS integrations, apps, dashboards, and reporting across all HRIS modules",,,,
IT Security Access Engineer,(Teknologi Informasi & Komunikasi),PT Astra Graphia Information Technology (AGIT),Jakarta Raya,20 hari yang lalu,,Secure IT systems and infrastructure. Protect against cyber threats. Hands-on access management expert needed.,,,,
Business Development Assistant Manager Specialist,(Penjualan),PT Indal Aluminium Industry Tbk,Jawa Timur,7 hari yang lalu,Rp 12.000.000 – Rp 15.000.000 per month,"• Makesure product stock availability, collect data & collaborate with procurement to execute product requests",12000000.0,15000000.0,month,IDR
Sales Asst. Manager ~ Manager for Carbon Neutral Fuel,(Penjualan),PT OS Selnajaya Indonesia,Jakarta Pusat,27 hari yang lalu,Rp 15.000.000 – Rp 22.000.000 per month,"Lead carbon-neutral fuel projects, manage budgets & partner with gov’t. Join a Japanese trading firm in Jakarta for a sustainable future.",15000000.0,22000000.0,month,IDR
Training Supervisor,(Sumber Daya Manusia & Perekrutan),Kurnia Ciptamoda Gemilang,Jakarta Raya,21 hari yang lalu,,Prepares the training modules and materials. Develops customized in-house programs with relevant training modules and materials. Conducts the...,,,,
Marketing Communication Executive,(Pemasaran & Komunikasi),Doo Group,Jakarta Raya,14 hari yang lalu,,"Drive impactful marketing & PR campaigns, manage events, and grow brand engagement across digital & traditional channels.",,,,
MANAGEMENT TRAINEE RSDP (Revassian Sales Development Program),(Penjualan),Revass Utama Medika PT,Jakarta Timur,22 hari yang lalu,,RSDP is a company program aimed at developing business strategies through sales growth by nurturing new talented individuals in the field of sales.,,,,
Accounting (R2R Reporting),(Akuntansi),"PT SMART,Tbk",Jakarta Selatan,28 hari yang lalu,,Perform accounting & reporting activities for the assigned business unit in accordance to Standard Level Agreement (SLA),,,,
Client Experience Officer,(Administrasi & Dukungan Perkantoran),PT. ABADINUSA USAHASEMESTA,Jakarta Pusat,18 hari yang lalu,,"Dedicated to creating seamless, personalized experiences that build trust, exceed expectations, and drive lasting client relationships.",,,,
Electrical Engineer,(Teknik),PT INDUSTRI PIPA INDONESIA,Batam,12 hari yang lalu,,Evaluate dan review existing Electrical designs to ensure they meet all regulatory requirements and industry Standards,,,,
Store Supervisor,(Ritel & Produk Konsumen),SHOLIN LESTARI INDONESIA,Kabupaten Tangerang,10 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,"Lead a dynamic team, drive store performance, and deliver exceptional customer experiences as our Store Supervisor.",5000000.0,7000000.0,month,IDR
Product Manager,(Pemasaran & Komunikasi),PT Nirwana Lestari.,Bekasi,15 hari yang lalu,Rp 15.000.000 – Rp 21.000.000 per month,"Preparing and developing product concept and food products marketing of selected brand (especially candy). 
Creating and implementing marketing plan.",15000000.0,21000000.0,month,IDR
Business Manager (Java),(Ritel & Produk Konsumen),PT Kino Indonesia Tbk,Jawa Barat,26 hari yang lalu,,"Responsible for driving commercial performance, managing operations, and overseeing strategic initiatives across product categories and sales channels",,,,
Subcontract Manager (Post Award),"(Manufaktur, Transportasi & Logistik)",WS ENGINEERING & FABRICATION PTE. LTD.,Batam,6 hari yang lalu,"$6,000 – $7,500 per month (SGD)",-,6000.0,7500.0,month,USD
HRD&GA Manager,(Sumber Daya Manusia & Perekrutan),PT Zensho Indonesia,Bekasi,14 hari yang lalu,,Mari bergabung bersama kami,,,,
Channel Account Manager (North Sumatra),(Penjualan),PT Acer Indonesia,Medan,27 hari yang lalu,,Handling Consumer business in North Sumatra.,,,,
STORE LEADER (for Retail F&B),(Hospitaliti & Pariwisata),PT Ceria Jusindo Nusantara,Balikpapan Kota,21 hari yang lalu,,Organizing all aspects of operation outlet & responsible the strategy incl. building and leading  team in a fun environment whilst driving sales.,,,,
HR & GA (Construction Experienced),(Sumber Daya Manusia & Perekrutan),Obayashi-Wijaya Karya-Jaya Konstruksi-JFE Engineering Joint Venture,Jakarta Utara,6 hari yang lalu,,"We are looking for HR & GA roles who experience in Construction Project, able working hands-on and following project rhythm.",,,,
Marketing Officer (Jakarta Pusat),(Pemasaran & Komunikasi),PT Asuransi Raksa Pratikara,Jakarta Pusat,8 hari yang lalu,Rp 5.500.000 – Rp 7.000.000 per month,"Conduct marketing activities, such as customer visits and seeking new business",5500000.0,7000000.0,month,IDR
"Assistant Store Manager ~ Store Manager (Sulawesi, Kalimantan & Sumatera)",(Ritel & Produk Konsumen),PT Social Bella Indonesia,Manado,13 hari yang lalu,,"Lead and grow with Sociolla! Manage stores, drive sales, and inspire teams in Indonesia’s leading beauty & personal care retailer.",,,,
Purchasing Import,"(Manufaktur, Transportasi & Logistik)",PT Astrindo Senayasa,Jakarta Utara,26 hari yang lalu,"Rp 5,000,000 – Rp 6,000,000 per month",Manage the end-to-end import process to ensure the goods delivered in timely manner.,5000000.0,6000000.0,month,IDR
Production Planner,(Teknik),PT Halley & Mellowes Australasia,Jakarta Selatan,12 hari yang lalu,,To always maintain the best interests of the Company,,,,
Auto Electrician Foreman (Kalimantan),(Teknik),PT Petrosea Tbk,Kalimantan Timur,19 hari yang lalu,,Monitor and coordinate electricians' daily activities to ensure electric works are performed in a technically correct,,,,
Leasing Staff,(Administrasi & Dukungan Perkantoran),PT Ciputra Balai Property,Semarang,6 hari yang lalu,,"Proficient in windows and canva
Strong communication skills",,,,
Departement Head of Customer Experience,(Call Center & Layanan Konsumen),PT Morula Indonesia,Jakarta Pusat,14 hari yang lalu,,-,,,,
Corporate and Insurance Account Executive (Jakarta),(Penjualan),Siloam Hospitals Group (Tbk),Jakarta Raya,21 hari yang lalu,,Corporate and Insurance Account Executive,,,,
Interior Designer,(Desain & Arsitektur),PT Yang Prakasha Mulia,Jakarta Selatan,29 hari yang lalu,,"Planning, designing, and overseeing the creation or renovation of interior spaces to make them aesthetically pleasing, functional, and safe.",,,,
